num	kind	unid	bie	term	desc	name	occur	xpath
521	ヘッダ部	UN01005586	BBIE	文書ヘッダ付加文書参照タイプコード	この文書ヘッダ付加文書の参照タイプを識別するコード。\n属性＝「IV」(Invoice document identifier)の場合\n　　　　→JP-PINT[IBT-018]へマッピング	ram:ReferenceTypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:ReferenceTypeCode
522	ヘッダ部	UN01005588	BBIE	文書ヘッダ付加文書履歴番号	この文書ヘッダ付加文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:RevisionID
523	ヘッダ部	UN01006415	BBIE	文書ヘッダ付加文書説明	この文書ヘッダ付加文書の説明	ram:Information	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:Information
524	ヘッダ部	UN01009672	BBIE	文書ヘッダ付加文書タイプ	この文書ヘッダ付加文書のタイプを識別するコード	ram:TypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:TypeCode
525	ヘッダ部	UN01011455	BBIE	文書ヘッダ付加文書添付ファイル	この文書ヘッダ付加文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。	ram:AttachmentBinaryObject	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:AttachmentBinaryObject
526	ヘッダ部	UN01014899	BBIE	文書ヘッダ付加文書サブタイプコード	この文書ヘッダ付加文書のサブタイプを識別するコード	ram:SubtypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:AdditionalReferencedCIReferencedDocument/ram:SubtypeCode
527	ヘッダ部	UN01006080	ASBIE	文書ヘッダ決済／購買会計アカウントグループ	この文書ヘッダの購買会計アカウントに関するグループ	ram:PurchaseSpecifiedCITradeAccountingAccount	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:PurchaseSpecifiedCITradeAccountingAccount
528	ヘッダ部	UN01005680	ABIE	購買会計アカウントクラス	購買会計アカウントに関するクラス	ram:CITradeAccountingAccount	－	
529	ヘッダ部	UN01005683	BBIE	購買会計アカウントタイプコード	売り手が付与する買い手の購買会計アカウント	ram:TypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:PurchaseSpecifiedCITradeAccountingAccount/ram:TypeCode
530	ヘッダ部	UN01005685	BBIE	購買会計アカウント名	買い手の購買会計アカウント名	ram:Name	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SpecifiedCIILSupplyChainTradeSettlement/ram:PurchaseSpecifiedCITradeAccountingAccount/ram:Name
531	明細部	UN01009669	ASBIE	請求文書ヘッダ／明細行グループ	請求文書ヘッダの明細行に関するグループ。	ram:SubordinateCIILBSubordinateTradeLineItem	1..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem
532	明細部	UN01009647	ABIE	明細行クラス	明細行に関する情報からなるクラス	ram:CIILBSubordinateTradeLineItem	 -	
533	明細部	UN01009648	BBIE	明細行番号	この文書の明細行に関する情報を特定するために付与した行番号。明細行をユニークに識別するために付番する場合は文書番号との複合キーで明細行を特定する。	ram:ID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:ID
534	明細部	UN01014637	BBIE	明細行類型コード	この明細行の取引類型（資産譲渡、返金・追加請求、調整等）を識別するコード。\nデフォルトは「資産譲渡」	ram:CategoryCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:CategoryCode
535	明細部	JPS2300004	ASBIE	明細行／注釈グループ	明細行の注釈に関するグループ	ram:IncludedCINote	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:IncludedCINote
536	明細部	UN01005557	ABIE	明細行注釈クラス	明細行の注釈を記述するクラス	ram:CINote	 -	
537	明細部	UN01005558	BBIE	明細行注釈表題	明細行の注釈内容の表題を示す。	ram:Subject	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:IncludedCINote/ram:Subject
538	明細部	UN01005560	BBIE	明細行注釈内容	明細行の注釈表題毎の内容情報を入力するフリースペース。	ram:Content	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:IncludedCINote/ram:Content
539	明細部	UN01005562	BBIE	明細行注釈識別子	明細行注釈の識別番号	ram:ID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:IncludedCINote/ram:ID
540	明細部	UN01009649	ASBIE	明細行／取引契約グループ	明細行の取引契約に関するグループ	ram:SpecifiedCIILBSupplyChainTradeAgreement	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement
541	明細部	UN01009653	ABIE	取引契約クラス	取引契約に関する情報からなるクラス	ram:CIILBSupplyChainTradeAgreement	－	
542	明細部	UN01009654	ASBIE	明細行契約／明細行参照受注書グループ	取引契約と明細行参照受注書に関するグループ	ram:SellerOrderReferencedCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument
543	明細部	UN01005579	ABIE	明細行参照受注書クラス	明細行の参照受注書クラス	ram:CIReferencedDocument	－	
544	明細部	UN01005580	BBIE	（明細行参照）受注書番号	この明細行が参照する受注書に記載の文書番号	ram:IssuerAssignedID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:IssuerAssignedID
545	明細部	UN01005585	BBIE	（明細行参照）受注書明細行番号	この明細行が参照する受注書に記載の明細行番号	ram:LineID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:LineID
546	明細部	UN01005588	BBIE	（明細行参照）受注書履歴番号	この明細行が参照する受注書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:SellerOrderReferencedCIReferencedDocument/ram:RevisionID
547	明細部	UN01009655	ASBIE	明細行契約／明細行参照注文書グループ	取引契約と明細行参照注文書に関するグループ	ram:BuyerOrderReferencedCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument
548	明細部	UN01005579	ABIE	明細行参照注文書クラス	明細行の参照注文書クラス	ram:CIReferencedDocument	－	
549	明細部	UN01005580	BBIE	（明細行参照）注文書番号	この明細行が参照する注文書に記載の文書番号	ram:IssuerAssignedID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:IssuerAssignedID
550	明細部	UN01005585	BBIE	（明細行参照）注文書明細行番号	この明細行が参照する注文書に記載の明細行番号	ram:LineID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:LineID
551	明細部	UN01005588	BBIE	（明細行参照）注文書履歴番号	この明細行が参照する注文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:BuyerOrderReferencedCIReferencedDocument/ram:RevisionID
552	明細部	UN01009656	ASBIE	明細行契約／明細行参照文書グループ	取引契約と明細行参照文書に関するグループ	ram:AdditionalReferencedCIReferencedDocument	0..n	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument
553	明細部	UN01005579	ABIE	（明細行参照）文書クラス	明細行の参照文書クラス	ram:CIReferencedDocument	－	
554	明細部	UN01005580	BBIE	（明細行参照）文書番号	この明細行が参照する文書に記載の文書番号。	ram:IssuerAssignedID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:IssuerAssignedID
555	明細部	UN01005585	BBIE	（明細行参照）文書明細行番号	この明細行が参照する文書に記載の文書明細行番号。	ram:LineID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:LineID
556	明細部	UN01005586	BBIE	（明細行参照）文書参照タイプコード	この明細行が参照する文書の参照タイプを識別するコード。\nデフォルト属性=null	ram:ReferenceTypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:ReferenceTypeCode
557	明細部	UN01005588	BBIE	（明細行参照）文書履歴番号	この明細行が参照する文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:RevisionID
558	明細部	UN01009672	BBIE	（明細行参照）文書タイプコード	この明細行が参照する文書のタイプを識別するコード。	ram:TypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:TypeCode
559	明細部	UN01011455	BBIE	（明細行参照）文書添付ファイル	この明細行が参照する文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。	ram:AttachmentBinaryObject	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:AttachmentBinaryObject
560	明細部	UN01014899	BBIE	（明細行参照）文書サブタイプコード	この明細行が参照する文書のタイプを識別するコード。	ram:SubtypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:SubtypeCode
561	明細部	UN01009656	ASBIE	明細行契約／明細行参照文書グループ	取引契約と明細行参照文書に関するグループ	ram:AdditionalReferencedCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument
562	明細部	UN01005579	ABIE	（明細行参照）出荷案内書クラス	明細行の参照出荷案内書クラス	ram:CIReferencedDocument	－	
563	明細部	UN01005580	BBIE	（明細行参照）文書番号	この明細行が参照する文書に記載の文書番号。\n補完納品書の場合は必須	ram:IssuerAssignedID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:IssuerAssignedID
564	明細部	UN01005585	BBIE	（明細行参照）文書明細行番号	この明細行が参照する文書に記載の文書明細行番号。	ram:LineID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:LineID
565	明細部	UN01005586	BBIE	（明細行参照）文書参照タイプコード	この明細行が参照する文書の参照タイプを識別するコード。\nデフォルト属性=null	ram:ReferenceTypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:ReferenceTypeCode
566	明細部	UN01005588	BBIE	（明細行参照）文書履歴番号	この明細行が参照する文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:RevisionID
567	明細部	UN01009672	BBIE	（明細行参照）文書タイプコード	この明細行が参照する文書のタイプを識別するコード。\nデフォルト属性＝「351」出荷案内書	ram:TypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:TypeCode
568	明細部	UN01011455	BBIE	（明細行参照）文書添付ファイル	この明細行が参照する文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。	ram:AttachmentBinaryObject	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:AttachmentBinaryObject
569	明細部	UN01014899	BBIE	（明細行参照）文書サブタイプコード	この明細行が参照する文書のタイプを識別するコード。\nデフォルト属性＝「35101」一般納品書	ram:SubtypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:SubtypeCode
570	明細部	UN01009656	ASBIE	明細行契約／明細行参照文書グループ	取引契約と明細行参照文書に関するグループ	ram:AdditionalReferencedCIReferencedDocument	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument
571	明細部	UN01005579	ABIE	（明細行参照）請求対象物クラス	明細行の参照請求対象物クラス\n「Invoice Document Identifier：請求対象物ID」へマッピング	ram:CIReferencedDocument	－	
572	明細部	UN01005580	BBIE	（明細行参照）文書番号	この明細行が参照する文書に記載の文書番号。\n補完納品書の場合は必須	ram:IssuerAssignedID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:IssuerAssignedID
573	明細部	UN01005585	BBIE	（明細行参照）文書明細行番号	この明細行が参照する文書に記載の文書明細行番号。デフォルトは納品書	ram:LineID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:LineID
574	明細部	UN01005586	BBIE	（明細行参照）文書参照タイプコード	この明細行が参照する文書の参照タイプを識別するコード。\n属性＝「IV」(Invoice document identifier)の場合\n　　　　→JP-PINT[IBT-128]へマッピング	ram:ReferenceTypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:ReferenceTypeCode
575	明細部	UN01005588	BBIE	（明細行参照）文書履歴番号	この明細行が参照する文書の変更履歴を管理する番号。	ram:RevisionID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:RevisionID
576	明細部	UN01009672	BBIE	（明細行参照）文書タイプコード	この明細行が参照する文書のタイプを識別するコード。	ram:TypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:TypeCode
577	明細部	UN01011455	BBIE	（明細行参照）文書添付ファイル	この明細行が参照する文書の添付バイナリファイルの有無を識別するコード\nなしの場合はNULL（デファクト）\nありの場合はヘッダの添付バイナリファイル識別子（UN01006015）を指定する。	ram:AttachmentBinaryObject	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:AttachmentBinaryObject
578	明細部	UN01014899	BBIE	（明細行参照）文書サブタイプコード	この明細行が参照する文書のタイプを識別するコード。デフォルトは納品書	ram:SubtypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:AdditionalReferencedCIReferencedDocument/ram:SubtypeCode
579	明細部	UN01009658	ASBIE	明細行契約／契約単価グループ	明細行の契約単価に関するグループ。	ram:NetPriceProductCITradePrice	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:NetPriceProductCITradePrice
580	明細部	UN01005790	ABIE	契約単価クラス	明細行の契約単価に関する情報からなるクラス。	ram:CITradePrice	－	
581	明細部	UN01005791	BBIE	単価コード	単価の区分（確定、仮単価等）を識別するコード	ram:TypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:NetPriceProductCITradePrice/ram:TypeCode
582	明細部	UN01005792	BBIE	契約単価	発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。\n税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。	ram:ChargeAmount	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:NetPriceProductCITradePrice/ram:ChargeAmount
583	明細部	UN01005793	BBIE	単価基準数量	不定貫品目（個数でカウントできない品目）の場合：\n　単価基準数量＝単価の基準となる重量・容量\n定貫品目（個数でカウントできる品目）の場合：\n　単価基準数量＝１（デフォルト）	ram:BasisQuantity	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeAgreement/ram:NetPriceProductCITradePrice/ram:BasisQuantity
584	明細部	UN01009650	ASBIE	明細行／配送グループ	明細行の配送に関するグループ	ram:SpecifiedCIILBSupplyChainTradeDelivery	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery
585	明細部	UN01009659	ABIE	明細行納入クラス	明細行の納入に関する情報からなるクラス	ram:CIILBSupplyChainTradeDelivery	-	
586	明細部	UN01009660	BBIE	セット数量	この明細行品目がセットで請求された場合のセット数量\n流通業の固有仕様	ram:PackageQuantity	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:PackageQuantity
587	明細部	UN01009661	BBIE	バラ数量	この明細行品目が単体（バラ）で請求された場合の数量\n流通業の固有仕様	ram:ProductUnitQuantity	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:ProductUnitQuantity
588	明細部	UN01009662	BBIE	セット単位数量(入り数）	✔定貫品目の数量単位指定が「セット」の場合：\n　1セット当たりのバラ数量。\n✔定貫品目の数量単位指定が「個」の場合：利用しない\n✔不定貫品目の数量単位指定の場合：利用しない。\n✔ハイブリッド品目の場合：\n　指定した定貫品目数量単位の1単位当たりの重量等	ram:PerPackageUnitQuantity	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:PerPackageUnitQuantity
589	明細部	UN01014639	BBIE	請求数量	この明細行品目のバラ請求数量、またはセット請求数量。\nバラ、セットの区分は数量単位コードで指定する\n流通業取引では利用せず、「セット数量」「バラ数量」情報項目を利用する	ram:BilledQuantity	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeDelivery/ram:BilledQuantity
590	明細部	UN01009651	ASBIE	明細行／決裁グループ	明細行の決済に関するグループ	ram:SpecifiedCIILBSupplyChainTradeSettlement	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement
591	明細部	UN01009664	ABIE	明細行決裁クラス	明細行の決済入に関する情報からなるクラス	ram:CIILBSupplyChainTradeSettlement	-	
592	明細部	UN01014641	BBIE	明細行取引方向コード	明細行の取引方向を識別するコード\nデフォルトは「プラス」\n明細行取引類型コードが「調整」を指定場合に利用する。\n金額の「プラス」「マイナス」表示を許容する場合は実装しない。	ram:DirectionCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:DirectionCode
593	明細部	UN01009665	ASBIE	明細行決済／明細行税グループ	明細行決済の税に関するグループ	ram:ApplicableCITradeTax	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax
594	明細部	UN01005832	ABIE	明細行税クラス	明細行の税に関する情報に関するクラス	ram:CITradeTax	-	
595	明細部	UN01005834	BBIE	明細行税タイプコード	税の種類(消費税、所得税など）を識別するコード。デフォルトは消費税	ram:TypeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:TypeCode
596	明細部	UN01005839	BBIE	明細行課税分類譲渡資産金額（税抜き）	この明細行の課税分類（明細行課税分類コード／税率）毎の税抜き譲渡資産金額（契約単価×請求数量）\n契約単価×数量で指定できない場合は金額	ram:BasisAmount	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:BasisAmount
597	明細部	UN01005841	BBIE	明細行課税分類コード	この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード	ram:CategoryCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:CategoryCode
598	明細部	UN01005850	BBIE	明細行課税分類名	消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称	ram:CategoryName	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:IncludedCIILSupplyChainTradeLineItem/ram:SubordinateCIILBSubordinateTradeLineItem/ram:SpecifiedCIILBSupplyChainTradeSettlement/ram:ApplicableCITradeTax/ram:CategoryName
